Rule ID,SDTMIG Version,Rule Version,Class,Domain,Variable,Condition,Rule,Document,Section,Item ,Cited Guidance,Release Notes,,,,,,,,,,,,
CG0032,3.2,2,ALL,ALL,VISITDY,VISITNUM is in TV.VISITNUM,VISITDY = TV.VISITDY,IG v3.2,4.1.4.5,,"For planned visits, values of VISIT, VISITNUM, and VISITDY must be those defined in the Trial Visits dataset,",Changed variable column from VISIT to VISITDY since the rule is about VISITDY. Upversioned rule.,,,,,,,,,,,,
CG0032,3.3,2,ALL,ALL,VISITDY,VISITNUM is in TV.VISITNUM,VISITDY = TV.VISITDY,IG v3.3,4.4.5,,"For planned visits, values of VISIT, VISITNUM, and VISITDY must be those defined in the Trial Visits dataset,",Changed variable column from VISIT to VISITDY since the rule is about VISITDY. Upversioned rule.,,,,,,,,,,,,
CG0032,3.4,2,ALL,ALL,VISITDY,VISITNUM is in TV.VISITNUM,VISITDY = TV.VISITDY,IG v3.4,4.4.5,,"For planned visits, values of VISIT, VISITNUM, and VISITDY must be those defined in the Trial Visits (TV) dataset (Section 7.3.1, Trial Visits).",Changed variable column from VISIT to VISITDY since the rule is about VISITDY. Upversioned rule. Text for cited guidance was slightly modified in SDTMIG v3.4,,,,,,,,,,,,
CG0033,3.2,2,ALL,ALL,VISITNUM,VISITNUM ^= null and is planned,VISITNUM in TV.VISITNUM,IG v3.2,4.1.4.5,,"For planned visits, values of VISIT, VISITNUM, and VISITDY must be those defined in the Trial Visits dataset.",Changed variable column from VISIT to VISITNUM since the rule is about VISITNUM. Upversioned rule.,,,,,,,,,,,,
CG0033,3.3,2,ALL,ALL,VISITNUM,VISITNUM ^= null and is planned,VISITNUM in TV.VISITNUM,IG v3.3,4.4.5,,"For planned visits, values of VISIT, VISITNUM, and VISITDY must be those defined in the Trial Visits dataset.",Changed variable column from VISIT to VISITNUM since the rule is about VISITNUM. Upversioned rule.,,,,,,,,,,,,
CG0033,3.4,2,ALL,ALL,VISITNUM,VISITNUM ^= null and is planned,VISITNUM in TV.VISITNUM,IG v3.4,4.4.5,,"For planned visits, values of VISIT, VISITNUM, and VISITDY must be those defined in the Trial Visits (TV) dataset (Section 7.3.1, Trial Visits).",Changed variable column from VISIT to VISITNUM since the rule is about VISITNUM. Upversioned rule. Text for cited guidance was slightly modified in SDTMIG v3.4,,,,,,,,,,,,
CG0034,3.2,2,ALL,ALL,VISITNUM,VISITNUM ^= null,VISITNUM in SV.VISITNUM,IG v3.2,5,,The Subject Visits domain consolidates information about the timing of subject visits that is otherwise spread over domains that include the visit variables (VISITNUM and possibly VISIT and/or VISITDY).,Changed variable column from VISIT to VISITNUM since the rule is about VISITNUM. Upversioned rule.,,,,,,,,,,,,
CG0034,3.3,2,ALL,ALL,VISITNUM,VISITNUM ^= null,VISITNUM in SV.VISITNUM,IG v3.3,5.5,,The Subject Visits domain consolidates information about the timing of subject visits that is otherwise spread over domains that include the visit variables (VISITNUM and possibly VISIT and/or VISITDY).,Changed variable column from VISIT to VISITNUM since the rule is about VISITNUM. Upversioned rule.,,,,,,,,,,,,
CG0034,3.4,2,ALL,ALL,VISITNUM,VISITNUM ^= null,VISITNUM in SV.VISITNUM,IG v3.4,5.5,,The Subject Visits domain consolidates information about the timing of subject visits that is otherwise spread over domains that include the visit variables (VISITNUM and possibly VISIT and/or VISITDY).,Changed variable column from VISIT to VISITNUM since the rule is about VISITNUM. Upversioned rule.,,,,,,,,,,,,
CG0035,3.2,1,ALL,ALL,VISITNUM,VISITNUM in TV.VISITNUM,VISIT and VISITNUM have a one-to-one relationship,IG v3.2,4.1.4.5,,There should be a one-to-one relationship between values of VISIT and VISITNUM.,,,,,,,,,,,,,
CG0035,3.3,1,ALL,ALL,VISITNUM,VISITNUM in TV.VISITNUM,VISIT and VISITNUM have a one-to-one relationship,IG v3.3,4.4.5,,There should be a one-to-one relationship between values of VISIT and VISITNUM.,,,,,,,,,,,,,
CG0035,3.4,1,ALL,ALL,VISITNUM,VISITNUM in TV.VISITNUM,VISIT and VISITNUM have a one-to-one relationship,IG v3.4,4.4.5,,There should be a one-to-one relationship between values of VISIT and VISITNUM.,No Change,,,,,,,,,,,,
CG0037,3.2,1,EVT,"NOT(DS, DV, HO)",--BDSYCD,Primary SOC used for analysis,--SOCCD = --BDSYCD,IG v3.2|Model v1.4,IG v3.2[6.2 AE]|Model v1.4[2.2.2],IG v3.2[6.2 AE][Specification]|Model v1.4[2.2.2][Table 2.2.2: --BDSYCD],"IG v3.2[6.2 AE][Specification][IG: Dictionary derived. Code for body system or organ class used by the sponsor from the coding dictionary (e.g., MedDRA). When using a multi-axial dictionary such as MedDRA, this should contain the SOC used for the sponsor's analyses and summary tables which may not necessarily be the primary SOC.]|Model v1.4[2.2.2][Table 2.2.2: --BDSYCD][Model:MedDRA System Organ Class code corresponding to --BODSYS assigned for analysis.]",,,,,,,,,,,,,
CG0037,3.3,1,EVT,"NOT(DS, DV, HO)",--BDSYCD,Primary SOC used for analysis,--SOCCD = --BDSYCD,IG v3.3|Model v1.7,IG v3.3[6.2.1]|Model v1.7[2.2.2],IG v3.3[6.2.1][Specification]|Model v1.7[2.2.2][Table 2.2.2.1: -BDSYCD],"IG v3.3[6.2.1][Specification][Dictionary derived. Code for body system or organ class used by the sponsor from the coding dictionary (e.g., MedDRA). When using a multi-axial dictionary such as MedDRA, this should contain the SOC used for the sponsor's analyses and summary tables which may not necessarily be the primary SOC.]|Model v1.7[2.2.2][Table 2.2.2.1: -BDSYCD][Model:MedDRA System Organ Class code corresponding to --BODSYS assigned for analysis.]",,,,,,,,,,,,,
CG0037,3.4,1,EVT,"NOT(DS, DV, HO)  ",--BDSYCD,Primary SOC used for analysis,--SOCCD = --BDSYCD,IG v3.4|Model v2.0,Events,Specification|--BDSYCD,"IG v3.4[6.2.1][Specification][Dictionary derived. Code for the body system or organ class used by the sponsor. When using a multi-axial dictionary such as MedDRA, this should contain the SOC used for the sponsor's analyses and summary tables, which may not necessarily be the primary SOC.]|Model v2.0[Events][--BDSYCD][MedDRA System Organ Class code corresponding to --BODSYS assigned for analysis.]",IG cited guidance updated and switched order of variables in rule. Model reference updated to current style. Switched the order of the variables around the equals sign in the rule to be consistent with how the rule reads for v3.2 and v3.3.,,,,,,,,,,,,
CG0039,3.2,1,EVT,"NOT(DS, DV, HO)",--BODSYS,Primary SOC used for analysis,--BODSYS = --SOC,IG v3.2|Model v1.4,IG v3.2[6.2 AE]|Model v1.4[2.2.2],IG v3.2[6.2 AE][Specification]|Model v1.4[2.2.2][Table 2.2.2: --BODSYS],"IG v3.2[6.2 AE][Specification][Dictionary derived. Body system or organ class used by the sponsor from the coding dictionary (e.g., MedDRA). When using a multi-axial dictionary such as MedDRA, this should contain the SOC used for the sponsor's analyses and summary tables which may not necessarily be the primary SOC.]|Model v1.4[2.2.2][Table 2.2.2: --BODSYS][Model: Body system or system organ class assigned for analysis from a standard hierarchy (e.g. MedDRA) associated with an event.]",,,,,,,,,,,,,
CG0039,3.3,1,EVT,"NOT(DS, DV, HO)",--BODSYS,Primary SOC used for analysis,--BODSYS = --SOC,IG v3.3|Model v1.7,IG v3.3[6.2.1]|Model v1.7[2.2.2],IG v3.3[6.2.1][Specification]|Model v1.7[2.2.2][Table 2.2.2.1: --BODSYS],"IG v3.3[6.2.1][Specification][Dictionary derived. Body system or organ class used by the sponsor from the coding dictionary (e.g., MedDRA). When using a multi-axial dictionary such as MedDRA, this should contain the SOC used for the sponsor's analyses and summary tables which may not necessarily be the primary SOC.]|Model v1.7[2.2.2][Table 2.2.2.1: --BODSYS][Model: Body system or system organ class assigned for analysis from a standard hierarchy (e.g. MedDRA) associated with an event.]",,,,,,,,,,,,,
CG0039,3.4,1,EVT,"NOT(DS, DV, HO)  ",--BODSYS,Primary SOC used for analysis,--BODSYS = --SOC,IG v3.4|Model v2.0,6.2.1|Events,Specification|--BODSYS,"IG v3.4[6.2.1][Specification][Dictionary derived. Body system or organ class used by the sponsor from the coding dictionary (e.g., MedDRA). When using a multi-axial dictionary such as MedDRA, this should contain the SOC used for the sponsor's analyses and summary tables which may not necessarily be the primary SOC.]|Model v2.0[Events][--BODSYS][Body system or system organ class assigned for analysis from a standard hierarchy (e.g. MedDRA) associated with an event.]",Text for cited guidance was slightly modified in SDTMIG v3.4. Model reference updated to current style.,,,,,,,,,,,,
CG0040,3.2,1,EVT,AE,AEOCCUR,,AEOCCUR not present in dataset,IG v3.2,6.2,Assumption 8,"The following Qualifiers would not be used in AE: --OCCUR, --STAT, and--REASND. They are the only Qualifiers from the SDTM Events Class not in the AE domain. They are not permitted because the AE domain contains only records for adverse events that actually occurred.",,,,,,,,,,,,,
CG0040,3.3,1,EVT,AE,AEOCCUR,,AEOCCUR not present in dataset,IG v3.3,6.2.1,Assumption 9,"The following Qualifiers would not be used in AE: --OCCUR, --STAT, and--REASND. They are the only Qualifiers from the SDTM Events Class not in the AE domain. They are not permitted because the AE domain contains only records for adverse events that actually occurred.",,,,,,,,,,,,,
CG0040,3.4,1,EVT,AE,AEOCCUR,,AEOCCUR not present in dataset,IG v3.4,6.2.1,Assumption 9,"The following Qualifiers would not be used in AE: --OCCUR, --STAT, and--REASND. They are the only Qualifiers from the SDTM Events Class not in the AE domain. They are not permitted because the AE domain contains only records for adverse events that actually occurred.",No Change,,,,,,,,,,,,
CG0041,3.2,1,EVT,AE,AESER,AESCAN = 'Y' or AESCONG = 'Y' or AESDISAB = 'Y' or AESDTH = 'Y' or AESHOSP = 'Y' or AESLIFE = 'Y' or AESOD = 'Y' or AESMIE = 'Y',AESER = 'Y',IG v3.2,6.2,Assumption 6a,"If categories of serious events are collected secondarily to a leading question, as in the example below, the values of the variables that capture reasons an event is considered serious (i.e., AESCAN, AESCONG, etc.) may be null. For example, if Serious is answered ""No, "" the values for these variables may be null. However, if Serious is answered ""Yes, "" at least one of them will have a ""Y"" response.",,,,,,,,,,,,,
CG0041,3.3,1,EVT,AE,AESER,AESCAN = 'Y' or AESCONG = 'Y' or AESDISAB = 'Y' or AESDTH = 'Y' or AESHOSP = 'Y' or AESLIFE = 'Y' or AESOD = 'Y' or AESMIE = 'Y',AESER = 'Y',IG v3.3,6.2.1,Assumption 6a,"If categories of serious events are collected secondarily to a leading question, as in the example below, the values of the variables that capture reasons an event is considered serious (i.e., AESCAN, AESCONG, etc.) may be null. For example, if Serious is answered ""No, "" the values for these variables may be null. However, if Serious is answered ""Yes, "" at least one of them will have a ""Y"" response.",,,,,,,,,,,,,
CG0041,3.4,1,EVT,AE,AESER,AESCAN = 'Y' or AESCONG = 'Y' or AESDISAB = 'Y' or AESDTH = 'Y' or AESHOSP = 'Y' or AESLIFE = 'Y' or AESOD = 'Y' or AESMIE = 'Y',AESER = 'Y',IG v3.4,6.2.1,Assumption 6a,"If categories of serious events are collected secondarily to a leading question, as in the example below, the values of the variables that capture reasons an event is considered serious (i.e., AESCAN, AESCONG, etc.) may be null. For example, if Serious is answered ""No, "" the values for these variables may be null. However, if Serious is answered ""Yes, "" at least one of them will have a ""Y"" response.",No Change,,,,,,,,,,,,
CG0042,3.2,1,EVT,AE,AESER,AESCAN ^= 'Y' and AESCONG ^= 'Y' and AESDISAB ^= 'Y' and AESDTH ^= 'Y' and AESHOSP ^= 'Y' and AESLIFE ^= 'Y' and AESOD ^= 'Y' and AESMIE ^= 'Y',AESER = 'N',IG v3.2,6.2,Assumption 6a,"If categories of serious events are collected secondarily to a leading question, as in the example below, the values of the variables that capture reasons an event is considered serious (i.e., AESCAN, AESCONG, etc.) may be null. For example, if Serious is answered ""No, "" the values for these variables may be null. However, if Serious is answered ""Yes, "" at least one of them will have a ""Y"" response.",,,,,,,,,,,,,
CG0042,3.3,1,EVT,AE,AESER,AESCAN ^= 'Y' and AESCONG ^= 'Y' and AESDISAB ^= 'Y' and AESDTH ^= 'Y' and AESHOSP ^= 'Y' and AESLIFE ^= 'Y' and AESOD ^= 'Y' and AESMIE ^= 'Y',AESER = 'N',IG v3.3,6.2.1,Assumption 6a,"If categories of serious events are collected secondarily to a leading question, as in the example below, the values of the variables that capture reasons an event is considered serious (i.e., AESCAN, AESCONG, etc.) may be null. For example, if Serious is answered ""No, "" the values for these variables may be null. However, if Serious is answered ""Yes, "" at least one of them will have a ""Y"" response.",,,,,,,,,,,,,
CG0042,3.4,1,EVT,AE,AESER,AESCAN ^= 'Y' and AESCONG ^= 'Y' and AESDISAB ^= 'Y' and AESDTH ^= 'Y' and AESHOSP ^= 'Y' and AESLIFE ^= 'Y' and AESOD ^= 'Y' and AESMIE ^= 'Y',AESER = 'N',IG v3.4,6.2.1,Assumption 6a,"If categories of serious events are collected secondarily to a leading question, as in the example below, the values of the variables that capture reasons an event is considered serious (i.e., AESCAN, AESCONG, etc.) may be null. For example, if Serious is answered ""No, "" the values for these variables may be null. However, if Serious is answered ""Yes, "" at least one of them will have a ""Y"" response.",No Change,,,,,,,,,,,,
CG0043,3.2,1,EVT,AE,AESMIE,Record present in SUPPAE where SUPPAE.QNAM=AESOSP,AESMIE = 'Y',IG v3.2,6.2,Assumption 6c,"When a description of Other Medically Important Serious Adverse Events category is collected on a CRF, sponsors should place the description in the SUPPAE dataset using the standard supplemental qualifier name code AESOSP.",,,,,,,,,,,,,
CG0043,3.3,1,EVT,AE,AESMIE,Record present in SUPPAE where SUPPAE.QNAM=AESOSP,AESMIE = 'Y',IG v3.3,6.2.1,Assumption 6c,"When a description of Other Medically Important Serious Adverse Events category is collected on a CRF, sponsors should place the description in the SUPPAE dataset using the standard supplemental qualifier name code AESOSP.",,,,,,,,,,,,,
CG0043,3.4,1,EVT,AE,AESMIE,Record present in SUPPAE where SUPPAE.QNAM=AESOSP,AESMIE = 'Y',IG v3.4,6.2.1,Asumtpion 6c,"When a description of Other Medically Important Serious Adverse Events category is collected on a CRF, sponsors should place the description in the SUPPAE dataset using the standard supplemental qualifier name code AESOSP.",No Change,,,,,,,,,,,,
