SDTM Class,Domain,Variable Order,Class,Dataset Name,Variable Name,Variable Label,Type,CDISC CT Codelist Code(s),Codelist Submission Value(s),Described Value Domain(s),Value List,Role,Core,CDISC Notes
Events,AE,52.0,Events,AE,EPOCH,Epoch,Char,C99079,,,,Timing,Perm,"Epoch associated with the start date/time of the adverse event. Examples: ""SCREENING"", ""TREATMENT"", ""FOLLOW-UP""."
Events,AE,53.0,Events,AE,AESTDTC,Start Date/Time of Adverse Event,Char,,,ISO 8601 datetime or interval,,Timing,Exp,Start date/time of the adverse event represented in ISO 8601 character format.
Events,AE,54.0,Events,AE,AEENDTC,End Date/Time of Adverse Event,Char,,,ISO 8601 datetime or interval,,Timing,Exp,End date/time of the adverse event represented in ISO 8601 character format.
Events,AE,55.0,Events,AE,AESTDY,Study Day of Start of Adverse Event,Num,,,,,Timing,Perm,Study day of start of adverse event relative to the sponsor-defined RFSTDTC.
Events,AE,56.0,Events,AE,AEENDY,Study Day of End of Adverse Event,Num,,,,,Timing,Perm,Study day of end of event relative to the sponsor-defined RFSTDTC.
Events,AE,57.0,Events,AE,AEDUR,Duration of Adverse Event,Char,,,ISO 8601 duration,,Timing,Perm,"Collected duration and unit of an adverse event. Used only if collected on the CRF and not derived from start and end date/times. Example: ""P1DT2H"" (for 1 day, 2 hours)."
Events,AE,58.0,Events,AE,AEENRF,End Relative to Reference Period,Char,C66728,,,,Timing,Perm,"Describes the end of the event relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point (RFSTDTC) and a discrete ending point (RFENDTC) of the trial. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables."
Events,AE,59.0,Events,AE,AEENRTPT,End Relative to Reference Time Point,Char,C66728,,,,Timing,Perm,"Identifies the end of the event as being before or after the reference time point defined by variable AEENTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables."
Events,AE,60.0,Events,AE,AEENTPT,End Reference Time Point,Char,,,,,Timing,Perm,"Description of date/time in ISO 8601 character format of the reference point referred to by AEENRTPT. Examples: ""2003-12-25"", ""VISIT 2""."
Events,BE,1.0,Events,BE,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Events,BE,2.0,Events,BE,DOMAIN,Domain Abbreviation,Char,,,,BE,Identifier,Req,Two-character abbreviation for the domain.
Events,BE,3.0,Events,BE,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
Events,BE,4.0,Events,BE,SPDEVID,Sponsor Device Identifier,Char,,,,,Identifier,Perm,Sponsor-defined identifier for a device.
Events,BE,5.0,Events,BE,BESEQ,Sequence Number,Num,,,,,Identifier,Req,Sequence number to ensure uniqueness of records within a dataset for a subject. May be any valid number (including decimals) and does not have to start at 1.
Events,BE,6.0,Events,BE,BEGRPID,Group ID,Char,,,,,Identifier,Perm,"Optional group identifier, used to link together a block of related records within a subject in a domain."
Events,BE,7.0,Events,BE,BEREFID,Reference ID,Char,,,,,Identifier,Exp,Internal or external identifier for the specimen affected or created by the event.
Events,BE,8.0,Events,BE,BESPID,Sponsor-Defined Identifier,Char,,,,,Identifier,Perm,Optional sponsor-defined reference number. Example: Line number on a CRF page.
Events,BE,9.0,Events,BE,BETERM,Reported Term for the Biospecimen Event,Char,,,,,Topic,Req,"Topic variable for an event observation, which is the verbatim or pre-specified name of the event."
Events,BE,10.0,Events,BE,BEMODIFY,Modified Reported Term,Char,,,,,Synonym Qualifier,Perm,"If the value for BETERM is modified for coding purposes, then the modified text is placed here."
Events,BE,11.0,Events,BE,BEDECOD,Dictionary-Derived Term,Char,C124297,,,,Synonym Qualifier,Perm,"Dictionary-derived text description of BETERM or BEMODIFY, if applicable."
Events,BE,12.0,Events,BE,BECAT,Category for Biospecimen Event,Char,,,,,Grouping Qualifier,Perm,"Used to define a category of topic-variable values. Example: COLLECTION, PREPARATION, TRANSPORT."
Events,BE,13.0,Events,BE,BESCAT,Subcategory for Biospecimen Event,Char,,,,,Grouping Qualifier,Perm,A further categorization of BECAT values.
Events,BE,14.0,Events,BE,BELOC,Anatomical Location of Event,Char,C74456,,,,Record Qualifier,Perm,"Describes the anatomical location relevant for the event (e.g. BRAIN, LUNG)."
Events,BE,15.0,Events,BE,BEPARTY,Accountable Party,Char,,,,,Record Qualifier,Perm,"Party accountable for the transferable object (e.g. specimen) as a result of the activity performed in the associated BETERM variable. The party could be an individual (e.g., subject), an organization (e.g., sponsor), or a location that is a proxy for an individual or organization (e.g., site). It is usually a somewhat general term that is further identified in the BEPRTYID variable."
Events,BE,16.0,Events,BE,BEPRTYID,Identification of Accountable Party,Char,,,,,Record Qualifier,Perm,Identification of the specific party accountable for the transferable object (e.g. Specimen) after the action in BETERM is taken. Used in conjunction with BEPARTY.
Events,BE,17.0,Events,BE,VISITNUM,Visit Number,Num,,,,,Timing,Exp,"Clinical encounter number. Numeric version of VISIT, used for sorting."
Events,BE,18.0,Events,BE,VISIT,Visit Name,Char,,,,,Timing,Perm,Protocol-defined description of clinical encounter.
Events,BE,19.0,Events,BE,VISITDY,Planned Study Day of Visit,Num,,,,,Timing,Perm,Planned study day of VISIT. Should be an integer.
Events,BE,20.0,Events,BE,BEDTC,Date/Time of Specimen Collection,Char,,,ISO 8601 datetime or interval,,Timing,Exp,Date and time of specimen collection.
Events,BE,21.0,Events,BE,BESTDTC,Start Date/Time of Biospecimen Event,Char,,,ISO 8601 datetime or interval,,Timing,Exp,Start date/time of the event.
Events,BE,22.0,Events,BE,BEENDTC,End Date/Time of Biospecimen Event,Char,,,ISO 8601 datetime or interval,,Timing,Exp,End date/time of the event.
Events,BE,23.0,Events,BE,BESTDY,Study Day of Start of Biospecimen Event,Num,,,,,Timing,Perm,Actual study day of start of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.
Events,BE,24.0,Events,BE,BEENDY,Study Day of End of Biospecimen Event,Num,,,,,Timing,Perm,Actual study day of end of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.
Events,BE,25.0,Events,BE,BEDUR,Duration of Biospecimen Event,Char,,,ISO 8601 duration,,Timing,Perm,"Collected duration and unit of a biospecimen event. Used only if collected on the CRF and not derived from start and end date/times. Example: P1DT2H (for 1 day, 2 hours)."
Events,CE,1.0,Events,CE,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Events,CE,2.0,Events,CE,DOMAIN,Domain Abbreviation,Char,,,,CE,Identifier,Req,Two-character abbreviation for the domain.
Events,CE,3.0,Events,CE,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
Events,CE,4.0,Events,CE,CESEQ,Sequence Number,Num,,,,,Identifier,Req,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.
Events,CE,5.0,Events,CE,CEGRPID,Group ID,Char,,,,,Identifier,Perm,Used to link together a block of related records for a subject within a domain.
Events,CE,6.0,Events,CE,CEREFID,Reference ID,Char,,,,,Identifier,Perm,"Internal or external identifier (e.g., lab specimen ID, UUID for an ECG waveform or medical image)."
Events,CE,7.0,Events,CE,CESPID,Sponsor-Defined Identifier,Char,,,,,Identifier,Perm,Sponsor-defined identifier.
Events,CE,8.0,Events,CE,CETERM,Reported Term for the Clinical Event,Char,,,,,Topic,Req,Term for the medical condition or event. Most likely preprinted on CRF.
Events,CE,9.0,Events,CE,CEDECOD,Dictionary-Derived Term,Char,,,,,Synonym Qualifier,Perm,Controlled terminology for the name of the clinical event. The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the external codelist element in the Define-XML document.
Events,CE,10.0,Events,CE,CECAT,Category for the Clinical Event,Char,,,,,Grouping Qualifier,Perm,Used to define a category of related records.
Events,CE,11.0,Events,CE,CESCAT,Subcategory for the Clinical Event,Char,,,,,Grouping Qualifier,Perm,A further categorization of the condition or event.
Events,CE,12.0,Events,CE,CEPRESP,Clinical Event Pre-specified,Char,C66742,,,,Variable Qualifier,Perm,"Used to indicate whether the event in CETERM was prespecified. Value is ""Y"" for prespecified events and null for spontaneously reported events."
Events,CE,13.0,Events,CE,CEOCCUR,Clinical Event Occurrence,Char,C66742,,,,Record Qualifier,Perm,"Used when the occurrence of specific events is solicited, to indicate whether or not a clinical event occurred. Values are null for spontaneously reported events."
Events,CE,14.0,Events,CE,CESTAT,Completion Status,Char,C66789,,,,Record Qualifier,Perm,The status indicates that a question from a prespecified list was not answered.
Events,CE,15.0,Events,CE,CEREASND,Reason Clinical Event Not Collected,Char,,,,,Record Qualifier,Perm,"Describes the reason clinical event data was not collected. Used in conjunction with CESTAT when value is ""NOT DONE""."
Events,CE,16.0,Events,CE,CEBODSYS,Body System or Organ Class,Char,,,,,Record Qualifier,Perm,"Dictionary-derived. Body system or organ class that is involved in an event or measurement from a standard hierarchy (e.g., MedDRA). When using a multi-axial dictionary such as MedDRA, this should contain the SOC used for the sponsor's analyses and summary tables, which may not necessarily be the primary SOC."
Events,CE,17.0,Events,CE,CESEV,Severity/Intensity,Char,C165643,,,,Record Qualifier,Perm,"The severity or intensity of the event. Examples: ""MILD"", ""MODERATE"", ""SEVERE""."
Events,CE,18.0,Events,CE,CETOXGR,Standard Toxicity Grade,Char,,,,,Record Qualifier,Perm,"Toxicity grade according to a standard toxicity scale (e.g., Common Terminology Criteria for Adverse Events (CTCAE) v3.0). Sponsor should specify name of the scale and version used in the metadata. If value is from a numeric scale, represent only the number (e.g., ""2"", not ""Grade 2"")."
Events,CE,19.0,Events,CE,TAETORD,Planned Order of Element within Arm,Num,,,,,Timing,Perm,Number that gives the planned order of the element within the arm for the element in which the clinical event started.
Events,CE,20.0,Events,CE,EPOCH,Epoch,Char,C99079,,,,Timing,Perm,Epoch associated with the start date/time of the clinical event.
Events,CE,21.0,Events,CE,CEDTC,Date/Time of Event Collection,Char,,,ISO 8601 datetime or interval,,Timing,Perm,Collection date and time for the clinical event observation represented in ISO 8601 character format.
Events,CE,22.0,Events,CE,CESTDTC,Start Date/Time of Clinical Event,Char,,,ISO 8601 datetime or interval,,Timing,Perm,Start date/time of the clinical event represented in ISO 8601 character format.
Events,CE,23.0,Events,CE,CEENDTC,End Date/Time of Clinical Event,Char,,,ISO 8601 datetime or interval,,Timing,Perm,"End date/time of the clinical event, represented in ISO 8601 character format."
Events,CE,24.0,Events,CE,CEDY,Study Day of Event Collection,Num,,,,,Timing,Perm,"Study day of clinical event collection, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission."
Events,CE,25.0,Events,CE,CESTDY,Study Day of Start of Event,Num,,,,,Timing,Perm,Actual study day of start of the clinical event expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.
Events,CE,26.0,Events,CE,CEENDY,Study Day of End of Event,Num,,,,,Timing,Perm,Actual study day of end of the clinical event expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.
Events,CE,27.0,Events,CE,CESTRF,Start Relative to Reference Period,Char,C66728,,,,Timing,Perm,"Describes the start of the clinical event relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables."
Events,CE,28.0,Events,CE,CEENRF,End Relative to Reference Period,Char,C66728,,,,Timing,Perm,"Describes the end of the event relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables."
Events,CE,29.0,Events,CE,CESTRTPT,Start Relative to Reference Time Point,Char,C66728,,,,Timing,Perm,"Identifies the start of the observation as being before or after the reference time point defined by variable CESTTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables."
Events,CE,30.0,Events,CE,CESTTPT,Start Reference Time Point,Char,,,,,Timing,Perm,"Description or date/time in ISO 8601 character format of the sponsor-defined reference point referred to by --STRTPT. Examples: ""2003-12-15"", ""VISIT 1""."
Events,CE,31.0,Events,CE,CEENRTPT,End Relative to Reference Time Point,Char,C66728,,,,Timing,Perm,"Identifies the end of the observation as being before or after the sponsor-defined reference time point defined by variable CEENTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables."
Events,CE,32.0,Events,CE,CEENTPT,End Reference Time Point,Char,,,,,Timing,Perm,"Description or date/time in ISO 8601 character format of the reference point referred to by CEENRTPT. Examples: ""2003-12-25"", ""VISIT 2""."
Events,DS,1.0,Events,DS,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Events,DS,2.0,Events,DS,DOMAIN,Domain Abbreviation,Char,,,,DS,Identifier,Req,Two-character abbreviation for the domain.
Events,DS,3.0,Events,DS,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
Events,DS,4.0,Events,DS,DSSEQ,Sequence Number,Num,,,,,Identifier,Req,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.
Events,DS,5.0,Events,DS,DSGRPID,Group ID,Char,,,,,Identifier,Perm,Used to tie together a block of related records in a single domain for a subject.
Events,DS,6.0,Events,DS,DSREFID,Reference ID,Char,,,,,Identifier,Perm,Internal or external identifier.
Events,DS,7.0,Events,DS,DSSPID,Sponsor-Defined Identifier,Char,,,,,Identifier,Perm,Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a Disposition page.
